dikorbankan,-1
dikritik,-1
diktator,-1
diktatoris,-1
dikutuk,-1
dilarang,-1
dilebih-lebihkan,-1
dilecehkan,-1
dilema,-1
dilengkapi,1
dilenyapkan,-1
dimanjakan,1
dimarahi,-1
dimuntahkan,-1
dinamis,1
dinavigasi,1
ding,-1
dingin,-1
dinikmati,1
diperangi,-1
diperbaharui,1
dipercaya,1
diperingatkan,-1
diperkosa,-1
diperoleh,1
dipersonalisasi,1
dipertanyakan,-1
diplomatik,1
dipoles,1
diragukan,-1
dirampas,-1
direformasi,1
direkomendasikan,1
diremajakan,1
diremehkan,-1
direstrukturisasi,1
dirugikan,-1
dirusak,-1
disahkan,1
disalahgunakan,-1
disalahpahami,-1
disapointed,-1
disapointing,-1
discomfititure,-1
disebut-sebut,-1
disederhanakan,1
disengketakan,-1
disesalkan,-1
disesuaikan,1
disesuaikan,-1
disiram,-1
diskriminasi,-1
diskriminatif,-1
disonan,-1
disonansi,-1
disoobedient,-1
disorientasi,-1
disosial,-1
Disses,-1
dissing,-1
distains,-1
distorsi,-1
disubsidi,1
disukai,1
ditarik,1
ditegakkan,1
ditempa,-1
ditinggalkan,-1
ditingkatkan,1
ditipu,-1
ditolak,-1
diverifikasi,1
dogmatis,-1
dongkol,-1
Donside,-1
dorongan,1
dosa,-1
douchbag,-1
douchebag,-1
downer,-1
downgrade,-1
drastis,-1
drone,-1
drop-out,-1
duka,-1
dukun,-1
dukung,1
dukungan,1
dummy-proof,1
dumping,-1
dungu,-1
duniawi,-1
dupa,-1
durhaka,-1
duri,-1
dusta,-1
dusun,-1
ebullience,1
ebulliently,1
ecenomical,1
edan,-1
edukatif,1
efektif,1
efektivitas,1
efisien,1
efusi,1
efusif,1
egois,-1
egoisme,-1
egomania,-1
egosentris,-1
egotisme,-1
ejekan,-1
ekonomis,1
eksploitasi,-1
eksplosif,-1
ekstasi,1
ekstremis,-1
ekstremisme,-1
ekstrimis,-1
Elan,1
elastis,1
eliminasi,-1
elite,1
emas,1
empati,1
empatik,-1
empedu,-1
enak,1
energik,1
enflame,-1
enggan,-1
enrapt,1
ergonomis,1
erosi,-1
etis,1
euforia,1
evaluatif,1
exagerates,-1
eyecatching,1
eye-catching,1
Fajar,1
fallacy,-1
fanatik,-1
fanatisme,-1
fantastis,1
fantastis,-1
fasih,1
fasih,-1
fasis,-1
fasisme,-1
fatal,-1
fatalistically,-1
fatalistis,-1
fatamorgana,-1
fav,1
favorit,1
fawningly,-1
fecilitous,1
feminisasi,-1
fenomenal,1
fiksi,-1
film,-1
firasat,-1
firdaus,1
fitnah,-1
flat,-1
fleksibel,1
fleksibilitas,1
flicering,-1
fobi,-1
fobia,-1
fret,-1
frustrasi,-1
ftw,1
full-blown,-1
fundamentalisme,-1
funky,-1
futurestik,1
futuristik,1
gadungan,-1
gagah,1
gagal,-1
gagap,-1
gaib,1
gaib,-1
gairah,1
galls,-1
ganas,-1
gangguan,-1
ganjil,-1
garang,-1
garing,1
garu,-1
gasang,-1
gatal,-1
geekier,1
gegabah,-1
gejala,-1
gelandangan,-1
gelap,-1
gelisah,-1
gembar-gembor,-1
gembira,1
gempar,-1
gemuk,-1
gendut,-1
gengsi,1
genit,-1
genosida,-1
gen-teror,-1
genting,-1
gerah,-1
geram,-1
gerombolan,-1
gesekan,-1
geser,-1
gesit,1
gesper,-1
getah,-1
getaran,-1
ghetto,-1
ghosting,-1
giat,1
gigih,1
gigih,-1
gigil,-1
gila,-1
Gila,-1
gila-gilaan,-1
glamor,1
godaan,-1
goreng,-1
goresan,-1
gosip,-1
goyah,-1
goyangan,-1
gratis,1
Gratis,1
gua,-1
gugup,-1
Guncang,-1
gurun,-1
gusar,-1
habis,-1
hadiah,1
hakim,-1
halangan,-1
halus,1
halusinasi,-1
hama,-1
hambar,-1
hancur,-1
handier,1
hang,-1
hangat,1
hangat,-1
hardball,-1
harmoni,1
harmonis,1
Harried,-1
harta,1
harum,1
hasseling,-1
hasutan,-1
hati,1
hati-hati,-1
haus,-1
hawkish,-1
hebat,1
hebat,-1
heck,-1
heckles,-1
hedonistik,-1
hegemoni,-1
hegemonisme,-1
hegemonistik,-1
hemat,1
heran,1
heroik,1
hestitant,-1
hidup,1
hiliarious,-1
hina,-1
hiruk-pikuk,-1
histeri,-1
histeris,-1
hiu,-1
ho-hum,-1
hoodium,-1
hore,1
hormat,1
hubungan,1
hukuman,-1
humor,1
hutang,-1
hype,-1
iblis,-1
id,sentiment
ideal,1
idealnya,1
idilis,1
idiot,-1
idola,1
igauan,-1
ilahi,1
ilu,1
Iluminati,1
ilusi,-1
imajinatif,1
imajiner,-1
iman,1
impedansi,-1
imperialis,-1
impersonal,-1
implikasi,-1
impoten,-1
impresif,1
impulsif,-1
impunitas,-1
imut,1
indah,1
individual,1
indoktrinasi,-1
infalibilitas,1
infeksi,-1
inferior,-1
inferioritas,-1
infiltran,-1
inflasi,-1
inhibisi,-1
inimically,-1
inkonstitusionil,-1
inovasi,1
inovatif,1
insociable,-1
inspirasi,1
inspirasional,1
instrumental,1
Intefere,-1
inteferes,-1
integral,1
intelijen,1
intens,-1
interupsi,-1
intim,1
intimidasi,-1
intoleransi,-1
intrik,1
intrusi,-1
intuitif,1
invasif,-1
inventif,1
irama,1
irasional,-1
irasionalitas,-1
ireversibel,-1
iri,1
iri,-1
iritasi,-1
irks,-1
irksomeness,-1
irksomenesses,-1
ironi,-1
ironis,-1
ironisnya,-1
irragularitas,-1
irreplacible,-1
isolasi,-1
istimewa,1
istirahat,-1
isu,-1
jadah,-1
jahanam,-1
jahat,-1
jaminan,1
janggal,-1
janji,1
jarang,-1
jatuh,-1
jauh,-1
jebakan,-1
jelaga,-1
jelas,1
jelatang,-1
jelek,-1
jempol,1
jempolan,1
jenaka,1
jenaka,-1
jengkel,-1
jenius,1
jerat,-1
jerawat,-1
jerawatan,-1
jijik,-1
jompo,-1
juara,1
judes,-1
jujur,1
jujur,-1
kabur,-1
kabut,-1
kacau,-1
kafir,-1
kagum,1
kagum,-1
kaku,-1
kalah,1
kalah,-1
kambuh,-1
kampungan,-1
kandas,-1
kangen,-1
kanibal,-1
kanker,-1
kapak,-1
kaput,-1
karat,-1
karikatur,-1
karisma,1
karismatik,1
karper,-1
kartun,-1
kasar,-1
kasihan,-1
kaya,1
keadilan,1
keagungan,1
keajaiban,1
keanehan,-1
keanggunan,1
keangkeran,1
keangkuhan,-1
keaslian,1
kebahagiaan,1
kebaikan,1
kebajikan,1
kebal,1
kebanggaan,1
kebangkitan,1
kebanjiran,-1
kebaruan,1
kebebasan,1
kebenaran,1
kebencian,-1
keberanian,1
keberanian,-1
keberatan,-1
keberhasilan,1
keberlanjutan,1
keberpihakan,-1
kebersamaan,1
kebersihan,1
keberuntungan,1
kebesaran,1
kebesaran,-1
kebetulan,1
kebetulan,-1
kebiadaban,-1
kebiasaan,-1
kebijaksanaan,1
kebingungan,-1
kebisingan,-1
kebobolan,-1
kebocoran,-1
kebodohan,-1
kebohongan,-1
kebosanan,-1
kebotakan,-1
kebrutalan,-1
kebuntuan,-1
keburukan,-1
kecabulan,-1
kecakapan,1
kecanduan,-1
Kecantikan,1
kecantikan,1
kecelakaan,-1
kecemasan,-1
kecemburuan,1
kecemburuan,-1
kecemerlangan,1
kecenderungan,-1
kecepatan,1
kecerdasan,1
kecerdikan,1
keceriaan,1
kecerobohan,-1
kecewa,-1
kecil,-1
kecurangan,-1
kecurigaan,-1
kedaluwarsa,-1
kedangkalan,-1
kedekatan,-1
kedengkian,-1
keefektifan,1
keemasan,1
keengganan,-1
kefanatikan,-1
kegagalan,-1
keganasan,-1
kegarangan,-1
kegelapan,-1
kegelisahan,-1
kegembiraan,1
kegemparan,-1
kegemukan,-1
kegigihan,1
kegilaan,-1
kegoyangan,-1
kegugupan,-1
kehabisan,-1
kehancuran,-1
kehangatan,1
kehebohan,-1
keheranan,1
kehilangan,-1
kehinaan,-1
kehormatan,1
keindahan,1
keinginan,1
keintiman,1
kejahatan,-1
kejam,-1
Kejam,-1
kejang,-1
kejanggalan,-1
kejatuhan,-1
kejelasan,1
kejelekan,-1
kejengkelan,-1
keji,-1
kejujuran,1
kekacauan,-1
kekaguman,1
kekakuan,-1
kekal,1
kekalahan,1
kekalahan,-1
kekanak-kanakan,-1
kekasaran,-1
kekasih,1
kekayaan,1
kekecewaan,-1
kekejaman,-1
kekejian,-1
kekeliruan,-1
kekenyangan,-1
kekerasan,-1
kekeringan,-1
kekesalan,-1
kekhawatiran,-1
kekosongan,-1
kekotoran,-1
kekuatiran,-1
kekuningan,1
kekurangan,-1
kekurangannya,-1
kekurangpekaan,-1
kekusutan,-1
kelalaian,-1
kelambanan,-1
kelancangan,-1
kelangkaan,-1
kelaparan,-1
kelayakan,1
kelelahan,-1
kelemahan,-1
Kelemahan,-1
kelemahannya,-1
kelembutan,-1
kelesuan,-1
keletihan,-1
kelezatan,1
kelicikan,-1
kelimpahan,1
kelincahan,1
keliru,-1
keluar,-1
kelucuan,1
keluhan,-1
kelupaan,-1
kemacetan,-1
kemajuan,1
kemakmuran,1
kemalangan,-1
kemalasan,-1
kemampuan,1
kemandirian,1
kemantapan,1
kemarahan,-1
kemasyhuran,1
kemasyhuran,-1
kematangan,1
kematian,-1
kembali,-1
kemegahan,1
kemelaratan,-1
kemenangan,1
kemenduaan,-1
kemerosotan,-1
kemewahan,1
kemiskinan,-1
kemudahan,1
Kemuliaan,1
kemunafikan,-1
kemunduran,-1
kemustahilan,-1
kendala,-1
kendor,-1
kendur,-1
kenekatan,-1
kenikmatan,1
kental,-1
kenyamanan,1
kepahitan,-1
kepercayaan,1
kepincut,1
keprihatinan,-1
kepuasan,1
keputusasaan,-1
keracunan,-1
keraguan,-1
keramahan,1
keramaian,-1
kerangka,-1
keranjingan,1
keras,-1
kerasnya,-1
kerdil,-1
kerelaan,1
keren,1
kerepotan,-1
kereta,-1
keretakan,-1
keriangan,1
keriangan,-1
keributan,-1
kerinduan,-1
kering,-1
keriput,-1
keriuhan,-1
kerja,1
kerlip,-1
keroncongan,-1
kerub,1
kerugian,-1
keruh,-1
kerusakan,-1
kerusuhan,-1
kerut,-1
keruwetan,-1
kesabaran,1
kesakitan,-1
kesal,-1
kesalahan,-1
kesalahpahaman,-1
kesalehan,1
kesamaan,-1
kesan,1
kesatuan,1
kesayangan,1
kesedihan,-1
keseganan,-1
kesegeraan,-1
kesehatan,1
kesejahteraan,1
kesembronoan,1
kesembronoan,-1
kesempurnaan,1
kesempurnaan,-1
kesemutan,-1
kesenangan,1
kesendirian,-1
kesengitan,-1
kesengsaraan,-1
kesepian,-1
keserakahan,-1
keserbagunaan,1
keseriusan,-1
kesesakan,-1
kesesuaian,1
kesetiaan,1
kesia-siaan,-1
kesombongan,-1
kesopanan,1
kesucian,1
kesukaan,1
kesulitan,-1
kesungguhan,1
kesuraman,-1
kesusahan,-1
kesyahidan,-1
ketabahan,1
ketabahan,-1
ketajaman,1
ketajaman,-1
ketakberanian,-1
ketakutan,-1
ketamakan,-1
ketat,-1
ketegangan,-1
ketegasan,1
ketekunan,1
ketenangan,1
ketenangan,-1
ketenaran,1
keterbatasan,-1
keterbelakangan,-1
keterbukaan,1
keterlaluan,-1
keterlambatan,-1
ketiadaan,-1
ketidakabsahan,-1
ketidakadilan,-1
ketidakakuratan,-1
ketidakamanan,-1
ketidakbahagiaan,-1
ketidakberdayaan,-1
ketidakbijaksanaan,-1
ketidakcakapan,-1
ketidakcocokan,-1
ketidakcukupan,-1
ketidakefektifan,-1
ketidakefisienan,-1
ketidakjelasan,-1
ketidakjujuran,-1
ketidakkasihan,-1
ketidakkonsistenan,-1
ketidaklogisan,-1
ketidakmampuan,-1
ketidakmungkinan,-1
ketidakmurnian,-1
ketidakpahaman,-1
ketidakpantasan,-1
ketidakpedulian,-1
ketidakpercayaan,-1
ketidakpuasan,-1
ketidakrelevanan,-1
ketidaksabaran,-1
ketidaksamaan,-1
ketidakseimbangan,-1
ketidaksempurnaan,-1
ketidaksenangan,-1
ketidaksenonohan,-1
ketidaksetaraan,-1
ketidaksetiaan,-1
ketidaksetujuan,-1
ketidaksopanan,-1
ketidakstabilan,-1
ketidaktelitian,-1
ketidaktepatan,-1
ketidakteraturan,-1
ketidaktulusan,-1
ketinggalan,-1
ketrampilan,1
ketukan,-1
ketulusan,1
keunggulan,1
keuntungan,1
kewajiban,-1
kewalahan,-1
kewaspadaan,1
kewaspadaan,-1
keyakinan,1
kezaliman,-1
khawatir,-1
khayalan,-1
khayali,-1
khianat,-1
khusus,1
kiamat,-1
kikir,-1
kikuk,-1
kilau,1
kios,-1
kisi,-1
klasik,1
klik,-1
klise,-1
knalpot,-1
koheren,1
koherensi,1
kokoh,1
kolot,-1
kolusi,-1
komitmen,1
kompak,1
kompetitif,1
kompleks,-1
komplikasi,-1
komplotan,-1
kompong,-1
konflik,-1
konfrontasi,-1
konsen,-1
konservatif,-1
konsesi,-1
konsisten,1
konspirasi,-1
konspiratif,-1
konspirator,-1
konstruktif,1
kontaminasi,-1
kontensius,-1
kontinuitas,1
kontol,-1
kontra,-1
kontradiksi,-1
kontradiktif,-1
kontraproduktif,-1
kontras,1
kontribusi,1
kontroversi,-1
kontroversial,-1
konyol,-1
kook,-1
kooky,-1
kooperatif,1
korban,-1
korosi,-1
korosif,-1
korup,-1
korupsi,-1
kotor,-1
kotoran,-1
kram,-1
kreatif,1
kredibel,1
krisis,-1
kritik,-1
kritikus,-1
kritis,-1
kronis,-1
kronisme,-1
kuat,1
kuat,-1
kumuh,-1
kuno,-1
kurang,-1
kurus,1
kurus,-1
kusut,-1
kutukan,-1
labu,-1
lagu,1
lalai,-1
lalim,-1
lama,-1
lamban,-1
lambast,-1
lambat,-1
lancang,-1
lancar,1
lancar,-1
landasan,1
langka,-1
Lanjutkan,-1
lantai,-1
lantang,-1
lapang,1
larangan,-1
larut,-1
latensi,-1
lawan,-1
layak,1
layak,-1
lebihan,-1
LED,1
ledakan,1
ledakan,-1
legendaris,1
leha,-1
lekir,-1
lekuk,-1
lelah,-1
lelucon,-1
lemah,-1
lemak,-1
lemas,-1
lembab,-1
lembek,-1
lembut,1
lembut,-1
lemon,-1
lendir,-1
lengket,-1
lereng,-1
lesu,-1
letal,-1
letch,-1
letih,-1
letusan,-1
lezat,1
liar,-1
licik,-1
licin,1
lier,-1
limbah,-1
limbung,-1
lincah,1
lincah,-1
linglung,-1
lintah,-1
lirik,-1
liris,1
logis,1
longgar,-1
loyalitas,1
loyo,-1
luas,1
lucu,1
lucu,-1
lucu-namun-provokatif,-1
luka,-1
lumayan,1
lumpuh,-1
lumpur,-1
lupa,-1
lusuh,-1
luwes,1
Maaf,1
Maaf,-1
mabuk,-1
macet,-1
mafia,-1
mahal,-1
mahir,1
main-main,1
maju,1
makanan,1
makian,-1
makmur,1
Makmur,1
malaikat,1
malang,-1
malapetaka,-1
malas,-1
maledik,-1
malu,-1
malu-malu,-1
mampu,1
mandek,-1
manfaat,1
mangles,-1
mangling,-1
mania,-1
manik,-1
manipulasi,-1
manipulatif,-1
manipulator,-1
manis,1
manja,1
manja,-1
manjur,1
mantap,-1
manusiawi,1
mapan,1
marah,-1
marjinal,-1
martabat,1
masalah,-1
Masalah,-1
masam,-1
matang,1
mati,-1
mati-murah,1
mati-on,1
matte,-1
mawkishly,-1
megah,1
megah,-1
mekar,1
melalaikan,-1
melambat,-1
melampaui,1
melampiaskan,-1
melancarkan,-1
melanggar,-1
melankolis,-1
melarang,-1
melayu,-1
melebihi,1
melebih-lebihkan,-1
melecehkan,-1
meledak,-1
melelahkan,-1
melemahkan,-1
melengkapi,1
melengking,-1
melengkung,-1
melenyapkan,-1
melepaskan,-1
melepuh,-1
Meleset,-1
meleset,-1
melibatkan,-1
melimpahi,-1
melindungi,1
melodramatik,-1
melongo,-1
melorot,-1
melukai,-1
meluluhkan,-1
melumpuhkan,-1
melunakkan,-1
meluruskan,1
memabukkan,-1
memadai,1
memadamkan,-1
memaksa,-1
memaksakan,-1
memalsukan,-1
memalukan,-1
memamerkan,-1
memanaskan,-1
memancing,-1
memanipulasi,-1
memanjakan,1
memanjakan,-1
memar,-1
memarahi,-1
memarahkan,-1
memarut,-1
memastikan,1
mematikan,-1
membagi,-1
membahagiakan,1
membahayakan,-1
membaik,1
membakar,-1
membalas,-1
membalikkan,-1
membanjiri,-1
membantah,-1
membantu,1
membara,-1
membatalkan,-1
membatasi,-1
membatu,-1
membayar,1
membebani,-1
membebaskan,1
membedakan,-1
membeku,-1
membekukan,-1
membelit,-1
membenci,-1
memberanikan,1
memberatkan,-1
memberdayakan,1
memberkati,1
memberontak,-1
membersihkan,1
membesut,1
membiasakan,1
membinasakan,-1
membingungkan,-1
membodohi,-1
membohong,-1
memboikot,-1
membolos,-1
membombardir,-1
membongkar,-1
memboroskan,-1
membosankan,-1
membuang,-1
membuat,-1
membudayakan,1
membujuk,1
membujuk,-1
membuktikan,1
membunuh,-1
memburuk,-1
memburukkan,-1
membusuk,-1
membutakan,-1
memecat,-1
memelihara,1
memeluk,1
memenjarakan,-1
memeras,-1
memerciki,-1
memeriahkan,1
memerintahkan,-1
memfitnah,-1
memikat,1
memikat,-1
memilukan,-1
memimpin,1
memisahkan,-1
memiskinkan,-1
memohon,-1
memotong,-1
memparalelkan,-1
memperbaiki,1
memperberat,-1
memperbudak,-1
mempercantik,1
mempercayakan,1
memperdaya,-1
memperdayakan,-1
memperkaya,1
memperkosa,-1
memperlambat,-1
memperlemah,-1
mempermanis,1
mempersiapkan,-1
mempesona,1
mempesona,-1
mempolemikkan,-1
mempropagandakan,-1
memprotes,-1
memprovokasi,-1
memuakkan,-1
memuaskan,1
memudahkan,1
memuja,1
memujanya,1
memuji,1
memukau,1
memukul,-1
memuliakan,1
memulihkan,1
memungkiri,-1
memuntahkan,-1
memurahkan,-1
memurnikan,1
memusnahkan,-1
memutar,-1
memutarbalikkan,-1
memutuskan,-1
memviliasikan,-1
menabrak,-1
menahan,-1
menakjubkan,1
menakjubkan,-1
menakuti,-1
menakutkan,-1
menambah,1
menampar,-1
menanamkan,-1
menang,1
menangis,-1
menantang,-1
menarik,1
menarik,-1
menasihati,-1
menaungi,-1
menawan,1
mencabut,-1
mencaci,-1
mencampuri,-1
mencap,-1
mencekik,-1
mencela,-1
mencemari,-1
mencemarkan,-1
mencemaskan,-1
mencemooh,-1
mencemoohkan,-1
mencengangkan,1
mencerahkan,1
mencibir,-1
mencicit,-1
mencium,-1
mencolok,-1
mencopoti,-1
mencubit,-1
mencuri,-1
mencurigakan,-1
mendadak,-1
mendakwa,-1
mendalam,1
mendamaikan,1
mendapatkan,1
mendatang,-1
mendebarkan,1
mendeklamasikan,-1
mendemonstrasikan,-1
menderita,-1
mendesak,-1
mendesis,-1
mendewakan,1
mendidih,-1
mendiskreditkan,-1
mendistorsi,-1
mendominasi,1
mendominasi,-1
mendorong,1
menduduki,-1
mendukung,1
menebus,1
menegakkan,1
menegaskan,1
menegur,-1
menekan,-1
menekankan,-1
menelan,-1
menenangkan,1
menentang,-1
menentukan,1
menerangi,1
menerima,1
meneror,-1
menetes,-1
mengabaikan,-1
mengaburkan,-1
mengacaukan,-1
mengaduk,1
mengagetkan,-1
mengagumi,1
mengagumkan,1
mengagungkan,1
mengairi,-1
mengakali,1
mengaku,-1
mengalah,1
mengalah,-1
mengalahkan,1
mengalahkan,-1
mengalami,-1
mengalihkan,-1
mengamputasi,-1
mengamuk,-1
mengancam,-1
menganggap,1
mengangkat,1
menganiaya,-1
menganjurkan,1
mengarah,1
mengasyikkan,1
mengatakan,-1
mengatasi,1
mengebiri,-1
mengecam,-1
mengecewakan,-1
mengecoh,1
mengejek,-1
mengejuntukan,-1
mengejutkan,-1
mengeksploitasi,-1
mengelak,-1
mengeluarkan,-1
mengeluh,-1
mengelupas,-1
mengemis,-1
mengendapkan,-1
mengepung,-1
mengerang,-1
mengeras,-1
mengerikan,-1
Mengerikan,-1
mengering,-1
mengerti,1
mengerut,-1
mengesahkan,1
mengesalkan,-1
mengesankan,1
mengesankan,-1
menggagalkan,-1
menggairahkan,1
menggampangkan,-1
mengganggu,-1
menggantikan,-1
menggantung,-1
menggaruk,-1
menggarut,-1
menggasak,-1
menggelapkan,-1
menggelegar,-1
menggelenyar,1
menggelepar,-1
menggeliat,-1
menggelikan,-1
menggelisahkan,-1
menggelitik,1
menggembirakan,1
menggemparkan,1
menggemparkan,-1
menggeram,-1
menggerenyet,-1
menggertak,-1
menggerutu,-1
menggigil,-1
menggigit,-1
menggila,-1
menggiling,-1
menggoda,1
menggoda,-1
menggoyang,-1
menggugah,1
menggugat,-1
menggugurkan,-1
menggulingkan,-1
menggusarkan,-1
menghadapi,-1
menghadiahkan,1
menghajar,-1
menghalangi,-1
menghalau,-1
menghaluskan,1
menghambat,-1
